dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
180	180	SPECIES_FLAAFFY	Flaaffy	NONE	base	179	2	179	EVO_LEVEL:181:30	EVO_LEVEL	level=30	UNK	Electric		70	55	55	80	60	45	365	Static	NONE	Plus	NONE	NONE	408:0,33:1,45:1,408:1,538:1,86:4,148:8,178:11,268:16,36:20,486:25,109:29,408:34,435:38,324:40,113:44,87:47	17	527,113,85,87,280,115,732,231,86,9,521,7,528,70,148,249,612,451,34,811,408,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	NONE	0	UNK	UNK	MAP_ROUTE121:grass:38-42:10:NONE	1	38	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
181	181	SPECIES_AMPHAROS	Ampharos	NONE	base	179	3	180	NONE	NONE	NONE	UNK	Electric		90	75	85	115	90	55	510	Static	NONE	Plus	NONE	NONE	521:0,9:1,192:1,602:1,569:1,406:1,7:1,33:1,45:1,521:1,538:1,86:4,84:8,178:11,268:16,36:20,486:25,109:29,408:35,435:39,406:42,324:44,113:47,87:51,294:75	25	46,527,113,85,87,280,396,115,411,732,406,231,86,9,521,523,7,528,434,70,148,249,612,451,34,811,408,264,728,240,844,850,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	921	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
181	921	SPECIES_AMPHAROS_MEGA	Ampharos	Mega	mega	921	1	NONE	NONE	NONE	NONE	UNK	Electric	Dragon	90	95	105	165	110	45	610	Thick Fat	Thick Fat	Mold Breaker	NONE	NONE	521:0,9:1,192:1,602:1,569:1,406:1,7:1,33:1,45:1,521:1,538:1,86:4,84:8,178:11,268:16,36:20,486:25,109:29,408:35,435:39,406:42,324:44,113:47,87:51,294:75	25	46,527,113,85,87,280,396,115,411,732,406,231,86,9,521,523,7,528,434,70,148,249,612,451,34,811,408,264,728,240,844,850,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	181	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by form change from an obtainable sibling	via_form_change
182	182	SPECIES_BELLOSSOM	Bellossom	NONE	base	43	3	44	NONE	NONE	NONE	UNK	Grass	Fairy	75	80	95	90	100	50	490	Chlorophyll	NONE	NONE	NONE	Absorb Bulb	345:0,345:1,437:1,348:1,585:1,72:1,230:1,78:1,241:1,572:39,80:49,483:59,552:64,631:67,437:69	15	402,331,202,115,188,412,731,409,474,447,605,583,15,148,14,241,76,348,585,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	34	NONE	0	UNK	UNK	MAP_ROUTE128:grass:45-50:5:NONE	1	45	08_Pre-Flannery	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
183	183	SPECIES_MARILL	Marill	NONE	base	298	2	298	EVO_LEVEL:184:18	EVO_LEVEL	level=18	UNK	Water	Fairy	70	20	50	20	50	40	250	Thick Fat	Huge Power	Sap Sipper	NONE	NONE	33:1,453:1,39:2,346:5,145:7,111:10,205:10,343:13,34:15,270:16,401:20,583:23,392:28,240:31,38:37,276:40,56:47	17	58,59,113,56,304,196,91,280,577,231,282,503,248,447,8,276,583,789,57,70,249,127,526,612,809,842,34,811,264,240,730,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	46	227,47,287,21,321,195,453,187,313,34,346,487,330,383,293	15	UNK	UNK	MAP_ROUTE106:old_rod:5-10:33:NONE|MAP_ROUTE106:good_rod:10-20:33:NONE|MAP_ROUTE119:old_rod:5-10:33:NONE|MAP_ROUTE119:old_rod:10-30:33:NONE|MAP_ROUTE119:good_rod:10-30:34:NONE|MAP_ROUTE119:good_rod:10-30:33:NONE|MAP_ROUTE128:surf:10-30:30:NONE	7	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
184	184	SPECIES_AZUMARILL	Azumarill	NONE	base	298	3	183	NONE	NONE	NONE	UNK	Water	Fairy	100	50	80	60	80	50	420	Thick Fat	Huge Power	Sap Sipper	NONE	NONE	8:0,33:1,55:1,453:1,8:1,39:2,346:5,145:7,111:10,205:10,343:13,34:15,270:16,401:21,583:25,392:31,240:35,38:42,276:46,56:55	20	58,59,113,56,304,196,91,280,630,664,577,411,231,282,503,248,447,523,8,276,583,789,57,70,249,127,526,612,809,842,34,811,264,240,730,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	50	NONE	0	UNK	UNK	MAP_ROUTE106:super_rod:35-40:15:NONE|MAP_ROUTE106:super_rod:40-45:4:NONE|MAP_ROUTE106:super_rod:40-45:1:NONE|MAP_ROUTE119:good_rod:25-30:33:NONE|MAP_ROUTE119:super_rod:30-35:40:NONE|MAP_ROUTE119:super_rod:20-25:40:NONE|MAP_ROUTE119:super_rod:35-40:15:NONE|MAP_ROUTE119:super_rod:40-45:4:NONE|MAP_ROUTE119:super_rod:40-45:1:NONE|MAP_ROUTE128:surf:15-25:5:NONE	10	15	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
185	185	SPECIES_SUDOWOODO	Sudowoodo	NONE	base	438	2	438	NONE	NONE	NONE	UNK	Rock		90	100	115	30	65	30	430	Sturdy	Rock Head	NONE	NONE	NONE	21:0,21:1,452:1,383:1,175:1,67:1,88:1,175:5,67:8,88:12,102:15,185:19,669:22,317:26,335:29,157:33,68:36,389:40,38:43,444:47,359:50,457:54	22	269,89,91,280,630,317,67,168,153,661,444,414,9,157,523,7,8,743,704,70,249,612,334,347,492,397,446,350,34,241,201,811,264,728,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	50	120,29,106,111,205,328,446,174,203	9	UNK	UNK	Battle Frontier Outside East:static:40-40:100:Water the suspicious berry tree	1	40	07_Pre-MtChimney-Magma	False	False	True	True	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
186	186	SPECIES_POLITOED	Politoed	NONE	base	60	3	61,61	NONE	NONE	NONE	UNK	Water		90	75	75	90	100	70	500	Water Absorb	Damp	Drizzle	NONE	King's Rock	503:0,503:1,95:1,3:1,195:1,207:27,340:37,304:48	8	740,58,59,56,304,196,311,89,91,94,280,396,664,168,411,503,523,8,57,70,249,127,612,809,34,264,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
187	187	SPECIES_HOPPIP	Hoppip	NONE	base	187	1	NONE	EVO_LEVEL:188:16	EVO_LEVEL	level=16	UNK	Grass	Flying	35	35	40	35	55	50	250	Chlorophyll	Leaf Guard	Infiltrator	NONE	NONE	150:1,71:1,235:4,39:6,33:8,584:10,77:12,78:14,79:16,331:19,73:22,72:25,512:28,476:31,178:34,369:37,388:40,202:43,340:46,262:49	20	402,331,202,115,412,731,447,332,369,605,512,19,148,14,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	93,227,38,133,270,312,388,538,402,203,580,631	12	UNK	UNK	MAP_ROUTE114:grass:23-25:4:NONE|MAP_ROUTE115:grass:6-8:1:NONE	2	6	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
188	188	SPECIES_SKIPLOOM	Skiploom	NONE	base	187	2	187	EVO_LEVEL:189:27	EVO_LEVEL	level=27	UNK	Grass	Flying	55	45	50	45	65	80	340	Chlorophyll	Leaf Guard	Infiltrator	NONE	NONE	72:0,150:1,71:1,235:1,72:1,235:4,39:6,33:8,584:10,77:12,78:14,79:16,331:20,73:24,512:32,476:36,178:40,369:44,388:48,202:52,340:56,262:60	22	402,331,202,115,412,731,447,332,369,605,512,19,148,14,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
189	189	SPECIES_JUMPLUFF	Jumpluff	NONE	base	187	3	188	NONE	NONE	NONE	UNK	Grass	Flying	75	85	70	35	95	110	470	Chlorophyll	Leaf Guard	Aerilate	NONE	NONE	38:0,38:1,150:1,71:1,235:4,39:6,33:8,584:10,77:12,78:14,79:16,331:20,73:24,72:29,512:34,476:39,178:44,369:49,388:54,348:59,340:64,262:69	22	402,331,202,115,412,731,447,332,369,605,512,19,148,14,241,76,348,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	NONE	0	UNK	UNK	MAP_ROUTE126:grass:42-47:4:NONE|MAP_ROUTE127:grass:42-47:4:NONE	2	42	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
190	190	SPECIES_AIPOM	Aipom	NONE	base	190	1	NONE	EVO_MOVE:424:458	EVO_MOVE	item=458	UNK	Normal		55	70	55	40	55	85	360	Run Away	Pickup	Skill Link	NONE	NONE	98:1,39:1,310:5,252:9,426:12,321:15,154:18,21:22,103:25,512:27,97:29,458:32,374:36,417:39,387:43	15	402,269,85,87,91,247,280,67,168,231,421,86,282,9,490,447,332,369,441,7,8,512,15,70,249,526,612,492,417,541,34,241,76,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	50	68,103,228,97,180,21,3,251,252,343,340,279,415,501,541	15	UNK	UNK	MAP_ROUTE118:grass:20-24:5:NONE|MAP_ALTERING_CAVE:grass:22-22:20:NONE|MAP_ALTERING_CAVE:grass:24-24:20:NONE|MAP_ALTERING_CAVE:grass:20-20:10:NONE|MAP_ALTERING_CAVE:grass:26-26:10:NONE|MAP_ALTERING_CAVE:grass:22-22:10:NONE|MAP_ALTERING_CAVE:grass:24-24:10:NONE|MAP_ALTERING_CAVE:grass:28-28:5:NONE|MAP_ALTERING_CAVE:grass:18-18:5:NONE|MAP_ALTERING_CAVE:grass:20-20:4:NONE|MAP_ALTERING_CAVE:grass:26-26:4:NONE|MAP_ALTERING_CAVE:grass:20-20:1:NONE|MAP_ALTERING_CAVE:grass:26-26:1:NONE	13	18	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
191	191	SPECIES_SUNKERN	Sunkern	NONE	base	191	1	NONE	EVO_ITEM:192:216	EVO_ITEM	item=216	UNK	Grass		30	30	30	30	30	30	180	Chlorophyll	Solar Power	Early Bird	NONE	NONE	71:1,74:1,275:4,79:7,72:10,73:13,75:16,388:19,72:22,283:25,235:28,363:31,76:34,38:37,241:40,402:43	16	402,331,113,202,188,412,731,414,447,15,148,14,241,76,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	320,227,73,267,174,270,275,230,203,117,363,234,580	13	UNK	UNK	MAP_ROUTE114:grass:23-25:5:NONE	1	23	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
192	192	SPECIES_SUNFLORA	Sunflora	NONE	base	191	2	191	NONE	NONE	NONE	UNK	Grass		95	75	55	135	85	55	500	Chlorophyll	Solar Power	Early Bird	NONE	NONE	596:0,596:1,579:1,481:1,71:1,1:1,74:1,275:4,79:7,72:10,73:13,75:16,388:19,72:22,331:25,80:28,363:31,76:34,38:37,241:40,437:43,465:50,552:54	23	402,331,113,202,311,53,188,126,315,412,731,414,447,743,15,148,14,241,76,348,595,811,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	NONE	0	UNK	UNK	MAP_ROUTE124:grass:42-47:10:NONE	1	42	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
193	193	SPECIES_YANMA	Yanma	NONE	base	193	1	NONE	EVO_MOVE:469:246	EVO_MOVE	item=246	UNK	Bug	Flying	65	65	45	75	45	95	390	Speed Boost	Compound Eyes	Frisk	NONE	Wide Lens	33:1,16:1,193:1,98:6,49:14,197:17,48:22,253:27,228:30,246:33,95:38,17:43,103:46,369:49,403:54,405:57	16	202,94,247,432,168,211,141,355,403,332,369,742,845,148,450,366,14,241,76,405,318,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	18,179,141,324,318,364,185,228,38	9	UNK	UNK	MAP_ROUTE114:surf:20-30:60:NONE|MAP_ROUTE114:surf:10-20:30:NONE|MAP_SCORCHED_SLAB:surf:36-40:30:NONE|MAP_SCORCHED_SLAB:surf:36-40:5:NONE	4	10	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
194	194	SPECIES_WOOPER	Wooper	NONE	base	194	1	NONE	EVO_LEVEL:195:20	EVO_LEVEL	level=20	UNK	Water	Ground	55	45	45	25	25	15	210	Damp	Water Absorb	Unaware	NONE	NONE	55:1,39:1,300:5,341:9,21:15,426:19,133:23,281:29,89:33,240:37,54:43,114:43,330:47	13	58,59,56,196,89,91,188,231,661,414,503,523,8,482,57,148,249,127,809,34,201,811,240,612,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	40	34,246,174,300,254,256,255,68,227,24,105,495,214,491,385,598,612	17	UNK	UNK	MAP_ROUTE109:good_rod:10-20:33:NONE|MAP_LILYCOVE_CITY:old_rod:5-10:33:NONE|MAP_LILYCOVE_CITY:good_rod:10-20:33:NONE	3	5	01_Pre-Roxanne	False	True	False	False	1405	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
194	1405	SPECIES_WOOPER_PALDEA	Wooper	Paldea	regional	1405	1	NONE	EVO_LEVEL:1371:20	EVO_LEVEL	level=20	UNK	Poison	Ground	55	45	45	25	25	15	210	Poison Touch	Water Absorb	Unaware	NONE	NONE	341:1,39:1,33:4,342:8,390:12,21:16,281:21,398:24,482:28,133:32,92:36,89:40	12	56,89,91,188,317,67,664,474,661,444,414,157,398,441,523,482,704,57,127,446,34,201,811,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	40	54,68,105,114,174,246,255,254,256,24,491,495	12	UNK	UNK	MAP_ROUTE109:good_rod:10-20:33:NONE|MAP_ROUTE123:old_rod:5-10:33:NONE|MAP_ROUTE123:old_rod:5-10:33:NONE|MAP_ROUTE123:good_rod:10-20:33:NONE|MAP_ROUTE123:good_rod:10-20:33:NONE	5	5	01_Pre-Roxanne	False	True	False	False	194	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
195	195	SPECIES_QUAGSIRE	Quagsire	NONE	base	194	2	194	NONE	NONE	NONE	UNK	Water	Ground	100	85	90	65	65	35	440	Damp	Water Absorb	Unaware	NONE	NONE	55:1,39:1,300:1,300:5,341:9,21:15,426:19,133:24,281:31,89:36,240:41,54:48,114:48,330:53	14	58,59,56,196,89,91,280,188,630,317,664,168,411,231,661,444,414,157,503,523,8,482,57,70,148,249,127,612,446,809,34,201,811,264,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	NONE	0	UNK	UNK	MAP_ROUTE109:super_rod:20-25:40:NONE|MAP_LILYCOVE_CITY:super_rod:35-40:15:NONE|MAP_LILYCOVE_CITY:super_rod:40-45:4:NONE|MAP_LILYCOVE_CITY:super_rod:40-45:1:NONE	4	20	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
196	196	SPECIES_ESPEON	Espeon	NONE	base	133	2	133	NONE	NONE	NONE	UNK	Psychic		65	65	60	130	95	110	525	Synchronize	Synchronize	Magic Bounce	NONE	NONE	93:0,93:1,270:1,33:1,39:1,608:9,98:13,129:17,60:20,248:25,244:29,234:33,94:37,387:41,384:45,552:65	16	428,113,304,311,91,94,247,115,100,725,231,248,447,605,473,845,433,15,148,526,347,842,34,500,241,811,408,660,240,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
197	197	SPECIES_UMBREON	Umbreon	NONE	base	133	2	133	NONE	NONE	NONE	UNK	Dark		95	65	110	60	130	65	525	Synchronize	Synchronize	Inner Focus	NONE	NONE	228:0,228:1,372:1,270:1,33:1,39:1,608:9,98:13,109:17,185:20,389:25,103:29,236:33,212:37,387:41,385:45	16	269,304,311,91,94,247,168,231,282,399,555,15,148,526,347,492,842,34,500,241,811,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
198	198	SPECIES_MURKROW	Murkrow	NONE	base	198	1	NONE	EVO_ITEM:430:219	EVO_ITEM	item=219	UNK	Dark	Flying	60	85	42	85	42	91	405	Insomnia	Super Luck	Prankster	NONE	NONE	64:1,310:1,228:5,114:11,17:15,101:21,372:25,269:31,400:35,212:41,555:45,366:50,389:55,259:61,511:65	15	257,269,196,94,247,432,168,211,542,355,403,86,282,399,332,365,369,742,845,555,413,19,366,347,492,417,241,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	18,65,119,17,143,109,297,195,375,103,185,413,355,372,260,386	16	UNK	UNK	MAP_ROUTE112:grass:22-24:10:NONE|MAP_MT_PYRE_4F:grass:35-40:5:NONE|MAP_MT_PYRE_4F:grass:35-40:5:NONE|MAP_SOOTOPOLIS_CITY:surf:10-30:30:NONE	4	10	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
199	199	SPECIES_SLOWKING	Slowking	NONE	base	79	2	79,79	NONE	NONE	NONE	UNK	Water	Psychic	95	75	80	100	110	30	490	Oblivious	Own Tempo	Regenerator	NONE	King's Rock	807:1,505:1,408:1,237:1,174:1,281:1,303:1,45:5,55:9,93:14,50:17,352:20,29:24,60:28,428:32,417:36,207:41,94:45,376:49,244:54,505:58	21	428,58,59,113,56,196,311,89,91,94,247,280,396,115,100,53,126,664,411,725,409,231,86,503,248,447,525,523,8,473,845,433,57,70,148,249,612,334,347,492,809,417,34,500,241,408,264,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	64	NONE	0	UNK	UNK	MAP_ROUTE121:super_rod:35-40:15:NONE|MAP_PETALBURG_CITY:super_rod:35-40:15:NONE	2	35	07_Pre-MtChimney-Magma	False	True	False	False	985	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
199	985	SPECIES_SLOWKING_GALAR	Slowking	Galar	regional	977	2	977	NONE	NONE	NONE	UNK	Poison	Psychic	95	65	80	110	110	30	490	Oblivious	Own Tempo	Regenerator	NONE	NONE	408:1,807:1,417:1,207:1,33:1,174:1,45:1,51:1,281:9,93:12,50:15,352:18,29:21,428:24,133:27,57:30,303:33,94:36,244:39,240:42,505:45	21	428,58,59,56,311,89,91,94,247,280,396,100,53,188,126,411,725,474,86,503,248,447,523,8,482,473,845,433,57,334,347,492,809,417,34,500,241,506,408,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	56	NONE	0	UNK	UNK	MAP_ROUTE121:super_rod:40-45:4:NONE|MAP_ROUTE121:super_rod:40-45:1:NONE|MAP_PETALBURG_CITY:super_rod:40-45:4:NONE	3	40	07_Pre-MtChimney-Magma	False	True	False	False	199	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
200	200	SPECIES_MISDREAVUS	Misdreavus	NONE	base	200	1	NONE	EVO_ITEM:429:219	EVO_ITEM	item=219	UNK	Ghost		60	60	60	85	85	85	435	Levitate	NONE	NONE	NONE	NONE	45:1,149:1,180:5,310:10,109:14,212:19,506:23,60:28,220:32,371:37,247:41,195:46,288:50,408:55	14	269,304,196,85,87,94,247,168,261,737,86,399,332,605,845,433,148,451,220,347,492,417,241,506,408,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	103,194,286,262,389,425,174,180,466,417,285,472,382	13	UNK	UNK	MAP_GRANITE_CAVE_B1F:grass:12-17:10:NONE|MAP_MT_PYRE_5F:grass:35-40:10:NONE|MAP_MT_PYRE_5F:grass:35-40:10:NONE|MAP_MIRAGE_TOWER_2F:grass:30-35:4:NONE|Route 109 Seashore House:choice:25-25:100:Defeat trainers; difficulty dictates species	5	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
201	201	SPECIES_UNOWN	Unown	NONE	base	201	1	NONE	NONE	NONE	NONE	UNK	Psychic		48	48	48	96	48	96	384	Levitate	NONE	Simple	NONE	NONE	237:1,760:22,246:47	3	237	1	NONE	0	UNK	UNK	MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:20:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:20:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:5:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:5:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:4:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:4:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:1:NONE|MAP_CAVE_OF_ORIGIN_ENTRANCE:grass:60-65:1:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:20:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:20:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:10:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:5:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:5:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:4:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:4:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:1:NONE|MAP_CAVE_OF_ORIGIN_1F:grass:60-65:1:NONE|MAP_MIRAGE_TOWER_4F:grass:30-35:20:NONE	25	30	04_Pre-Aqua-Museum	False	True	False	False	1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050	True	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
201	1024	SPECIES_UNOWN_B	Unown	B	other	1024	1	NONE	NONE	NONE	NONE	UNK	Psychic		48	48	48	96	48	96	384	Levitate	NONE	Simple	NONE	NONE	237:1,760:22,246:47	3	237	1	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	201,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050	True	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	cosmetic form family; reached through the base species	via_form_change
201	1025	SPECIES_UNOWN_C	Unown	C	other	1025	1	NONE	NONE	NONE	NONE	UNK	Psychic		48	48	48	96	48	96	384	Levitate	NONE	Simple	NONE	NONE	237:1,760:22,246:47	3	237	1	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	201,1024,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050	True	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	cosmetic form family; reached through the base species	via_form_change
