trainer_id	trainer_name	trainer_class	team_variant	role	location	battle_order_index	difficulty_mode	battle_format	field_effect	roster_size	level_mode	level_min	level_max	roster	roster_species	n_unresolved_species	uses_held_items	n_mega	offensive_types	cannot_hit_neutral	type_resists_whole_team	shared_weaknesses	speed_fastest	speed_slowest	speed_median	source_file	confidence	notes
Optional Bosses:TRAINER SUNBIRD:74	TRAINER SUNBIRD	Optional Bosses	NONE	Optional Bosses	Mossdeep City	74	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Glimmora:Player's Highest Lv:Modest:Toxic Debris:Black Sludge:6 HP / 252 SpA / 252 Spe:NONE:Stealth Rock;Hidden Power Dark;Sludge Wave;Power Gem|Dracovish:Player's Highest Lv:Adamant:Strong Jaw:Quick Claw:6 HP / 252 Atk / 252 Spe:NONE:Fishious Rend;Crunch;Psychic Fangs;Ancient Power|Dragonite:Player's Highest Lv:Gentle:Multiscale:Sitrus Berry:6 HP / 252 Atk / 252 Spe:NONE:Extreme Speed;Outrage;Aqua Tail;Dragon Dance|Meowscarada:Player's Highest Lv:Adamant:Protean:Sitrus Berry:6 HP / 252 Atk / 252 Spe:NONE:Night Slash;U-turn;Play Rough;Energy Ball|Skeledirge:Player's Highest Lv:Modest:Unaware:Throat Spray:6 HP / 252 SpA / 252 Spe:NONE:Snarl;Hex;Hyper Voice;Torch Song|Tyrantrum:Player's Highest Lv:Adamant:Strong Jaw:Metronome:6 HP / 252 Atk / 252 Spe:NONE:Poison Fang;Rock Slide;Crunch;Dragon Claw	1359,882,149,1291,1294,697	0	True	0	Bug,Dark,Dragon,Fairy,Fire,Ghost,Grass,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Fairy:4,Ground:3,Ice:3,Dragon:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER SUNEAL:86	TRAINER SUNEAL	Optional Bosses	NONE	Optional Bosses	Mossdeep City	86	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Dragapult:Player's Highest Lv:Naive:Infiltrator:Draco Plate:252 Atk / 6 SpA / 252 Spe:NONE:Dragon Darts;Hex;Will-O-Wisp;U-turn|Blaziken:Player's Highest Lv:Adamant:Blaze:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flame Charge;Flare Blitz;Swords Dance;Close Combat|Sneasler:Player's Highest Lv:Jolly:Poison Touch:Choice Scarf:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Dire Claw;U-turn;Rock Slide|Baxcalibur:Player's Highest Lv:Adamant:Thermal Exchange:Loaded Dice:6 HP / 252 Atk / 252 Spe:NONE:Dragon Dance;Icicle Spear;Scale Shot;Earthquake|Gyarados-Mega:Player's Highest Lv:Adamant:Mold Breaker:Gyaradosite:6 HP / 252 Atk / 252 Spe:NONE:Waterfall;Crunch;Ice Fang;Dragon Dance|Kingambit:Player's Highest Lv:Adamant:Supreme Overlord:Black Glasses:6 HP / 252 Atk / 252 Spe:NONE:Iron Head;Sucker Punch;Low Kick;Kowtow Cleave	887,257,903,1390,917,1375	0	True	0	Bug,Dark,Dragon,Fighting,Fire,Ghost,Ground,Ice,Poison,Rock,Steel,Water	NONE	NONE	Fighting:3,Ground:3,Fairy:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER DOLLAMIKE:99	TRAINER DOLLAMIKE	Optional Bosses	NONE	Optional Bosses	Mossdeep City	99	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Gengar:Player's Highest Lv:Timid:Levitate:Gengarite:6 HP / 252 SpA / 252 Spe:NONE:Hypnosis;Shadow Ball;Sludge Bomb;Nasty Plot|Blaziken:Player's Highest Lv:Jolly:Striker:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Flame Charge;Brick Break;Swords Dance;Blaze Kick|Ninetales-Alola:Player's Highest Lv:Timid:Snow Warning:Shell Bell:6 HP / 252 SpA / 252 Spe:NONE:Blizzard;Aurora Veil;Dazzling Gleam;Freeze-Dry|Swampert:Player's Highest Lv:Impish:Torrent:Muscle Band:252 HP / 6 Atk / 252 Def:NONE:Muddy Water;Rock Slide;Stealth Rock;Earthquake|Sylveon:Player's Highest Lv:Bold:Pixilate:Focus Sash:252 HP / 252 Def / 6 SpA:NONE:Calm Mind;Iron Tail;Dazzling Gleam;Psyshock|Silvally:Player's Highest Lv:Jolly:RKS System:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Thunder Fang;Rock Slide;Parting Shot;Multi-Attack	94,257,962,260,700,773	0	True	0	Electric,Fairy,Fighting,Fire,Ghost,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water	NONE	NONE	NONE	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER DANNI:111	TRAINER DANNI	Optional Bosses	NONE	Optional Bosses	Sootopolis City	111	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Urshifu-Rapid-Strike:Player's Highest Lv:Jolly:Unseen Fist:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Surging Strikes;Close Combat;Aqua Jet;U-turn|Darkrai:Player's Highest Lv:Timid:Bad Dreams:Expert Belt:6 HP / 252 SpA / 252 Spe:NONE:Dark Pulse;Focus Blast;Dark Void;Nasty Plot|Dragapult:Player's Highest Lv:Timid:Infiltrator:Choice Specs:6 HP / 252 SpA / 252 Spe:NONE:Dragon Pulse;Shadow Ball;Flamethrower;Thunderbolt|Cinderace:Player's Highest Lv:Jolly:Libero:Muscle Band:6 HP / 252 Atk / 252 Spe:NONE:Pyro Ball;High Jump Kick;Sucker Punch;U-turn|Flutter Mane:Player's Highest Lv:Timid:Protosynthesis:Booster Energy:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Moonblast;Mystical Fire;Power Gem|Melmetal:Player's Highest Lv:Adamant:Iron Fist:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Double Iron Bash;Earthquake;Ice Punch;Thunder Punch	1230,491,887,815,1379,809	0	True	0	Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Ground,Ice,Rock,Steel,Water	NONE	NONE	Fairy:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER MASTAJANES:123	TRAINER MASTAJANES	Optional Bosses	NONE	Optional Bosses	Sootopolis City	123	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Iron Bundle:Player's Highest Lv:Hasty:Quark Drive:Booster Energy:6 Atk / 252 SpA / 252 Spe:NONE:Freeze-Dry;Flip Turn;Ice Beam;Drill Peck|Meowscarada:Player's Highest Lv:Adamant:Protean:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Triple Axel;Play Rough;Flower Trick;Sucker Punch|Alakazam:Player's Highest Lv:Modest:Magic Guard:Wise Glasses:6 HP / 252 SpA / 252 Spe:NONE:Dazzling Gleam;Hidden Power Dark;Psychic;Energy Ball|Ninjask:Player's Highest Lv:Adamant:Speed Boost:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Swords Dance;X-Scissor;Dual Wingbeat;First Impression|Urshifu-Rapid-Strike:Player's Highest Lv:Jolly:Unseen Fist:Coba Berry:6 HP / 252 Atk / 252 Spe:NONE:Surging Strikes;Close Combat;Iron Head;Bulk Up|Infernape:Player's Highest Lv:Jolly:Iron Fist:NONE:6 HP / 252 Atk / 252 Spe:NONE:Poison Jab;Close Combat;Pyro Ball;Acrobatics	1383,1291,65,291,1230,392	0	True	1	Bug,Dark,Fairy,Fighting,Fire,Flying,Grass,Ice,Normal,Poison,Psychic,Steel,Water	NONE	NONE	Flying:4,Electric:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER BEFOOLS:135	TRAINER BEFOOLS	Optional Bosses	NONE	Optional Bosses	Sootopolis City	135	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Gengar:Player's Highest Lv:Timid:Levitate:Gengarite:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Hypnosis;Hex;Sludge|Kartana:Player's Highest Lv:Bold:Beast Boost:Focus Sash:252 HP / 252 Def / 6 SpA:NONE:Leaf Blade;Psycho Cut;Air Slash;X-Scissor|Iron Thorns:Player's Highest Lv:Jolly:Quark Drive:Hard Stone:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Rock Tomb;Rock Slide;Fusion Bolt|Iron Hands:Player's Highest Lv:Adamant:Quark Drive:Magnet:6 HP / 252 Atk / 252 Spe:NONE:Fake Out;Plasma Fists;Electric Terrain;Force Palm|Ceruledge:Player's Highest Lv:Jolly:Weak Armor:Charcoal:6 HP / 252 Atk / 252 Spe:NONE:Flamethrower;Bitter Blade;Shadow Claw;Flame Charge|Tapu Koko:Player's Highest Lv:Rash:Electric Surge:Magnet:6 HP / 252 SpA / 252 Spe:NONE:Discharge;Agility;Electro Ball;Nature's Madness	94,798,1387,1384,1325,785	0	True	0	Bug,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Normal,Poison,Psychic,Rock	NONE	NONE	Ground:5	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER NATN:147	TRAINER NATN	Optional Bosses	NONE	Optional Bosses	Sootopolis City	147	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Salamence:Player's Highest Lv:Jolly:Intimidate:Salamencite:6 HP / 252 Atk / 252 Spe:NONE:Return;Dragon Claw;Earthquake;Dragon Dance|Primarina:Player's Highest Lv:Modest:Liquid Voice:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Hyper Voice;Moonblast;Flip Turn;Icy Wind|Toxtricity:Player's Highest Lv:Timid:Punk Rock:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Overdrive;Sludge Wave;Nuzzle;Volt Switch|Kingambit:Player's Highest Lv:Adamant:Defiant:Choice Band:6 HP / 252 Atk / 252 Spe:NONE:Sucker Punch;Knock Off;Iron Head;Low Kick|Gallade:Player's Highest Lv:Jolly:Sharpness:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Psycho Cut;Sacred Sword;X-Scissor;Swords Dance|Ceruledge:Player's Highest Lv:Jolly:Sharpness:Charcoal:6 HP / 252 Atk / 252 Spe:NONE:Bitter Blade;Shadow Claw;Will-O-Wisp;Swords Dance	373,730,849,1375,475,1325	0	True	0	Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Ground,Ice,Normal,Poison,Psychic,Steel,Water	NONE	NONE	Ground:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER MASTERPOUCINE:159	TRAINER MASTERPOUCINE	Optional Bosses	NONE	Optional Bosses	Sootopolis City	159	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Dragapult:Player's Highest Lv:Jolly:Clear Body:Dragon Fang:6 HP / 252 Atk / 252 Spe:NONE:Dragon Dance;Dragon Darts;U-turn;Shadow Claw|Sneasler:Player's Highest Lv:Jolly:Poison Touch:Shuca Berry:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Dire Claw;Mach Punch;Swords Dance|Rapidash-Galar:Player's Highest Lv:Jolly:Flash Fire:Charcoal:6 HP / 252 Atk / 252 Spe:NONE:Fire Lash;Flame Charge;Play Rough;Wild Charge|Mamoswine:Player's Highest Lv:Adamant:Thick Fat:Soft Sand:6 HP / 252 Atk / 252 Spe:NONE:Earthquake;Ice Shard;Icicle Crash;Stone Edge|Urshifu:Player's Highest Lv:Jolly:Unseen Fist:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Wicked Blow;Sucker Punch;Swords Dance|Empoleon:Player's Highest Lv:Jolly:Torrent:NONE:6 HP / 252 Atk / 252 Spe:NONE:Swords Dance;Iron Head;Aqua Jet;Liquidation	887,903,976,473,892,395	0	True	1	Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Ground,Ice,Poison,Rock,Steel,Water	NONE	NONE	Fighting:3,Ground:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER OBLIVION WING:171	TRAINER OBLIVION WING	Optional Bosses	NONE	Optional Bosses	Sootopolis City	171	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Gyarados:Player's Highest Lv:Jolly:Intimidate:Mystic Water:6 HP / 252 Atk / 252 Spe:NONE:Ice Fang;Aqua Tail;Crunch;Twister|Greninja:Player's Highest Lv:Timid:Protean:Mystic Water:6 HP / 252 SpA / 252 Spe:NONE:Scald;Icy Wind;Extrasensory;Water Pulse|Blaziken:Player's Highest Lv:Adamant:Striker:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Triple Arrows;Brave Bird;Blaze Kick;Quick Attack|Roaring Moon:Player's Highest Lv:Jolly:Protosynthesis:Booster Energy:6 HP / 252 Atk / 252 Spe:NONE:Night Slash;Dragon Claw;Zen Headbutt;Headbutt|Urshifu:Player's Highest Lv:Jolly:Unseen Fist:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Dynamic Punch;Wicked Blow;Iron Head;Detect|Luxray:Player's Highest Lv:Jolly:Intimidate:NONE:6 HP / 252 Atk / 252 Spe:NONE:Thunder Fang;Crunch;Zing Zap;Baby-Doll Eyes	130,658,257,1398,892,405	0	True	1	Dark,Dragon,Electric,Fighting,Fire,Flying,Ice,Normal,Psychic,Steel,Water	NONE	NONE	Fighting:4,Fairy:4,Bug:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Optional Bosses:TRAINER BURAK:183	TRAINER BURAK	Optional Bosses	NONE	Optional Bosses	Sootopolis City	183	NORMAL (MGM off)	single	NONE	6	scales_to_player	UNK	UNK	Infernape:Player's Highest Lv:Hasty:Iron Fist:Infernapite:252 Atk / 6 SpA / 252 Spe:NONE:Fake Out;Overheat;Close Combat;Knock Off|Gouging Fire:Player's Highest Lv:Jolly:Protosynthesis:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Heat Crash;Dragon Claw;Burning Bulwark;Morning Sun|Primarina:Player's Highest Lv:Calm:Liquid Voice:Assault Vest:252 HP / 6 SpA / 252 SpD:NONE:Flip Turn;Moonblast;Ice Beam;Hyper Voice|Gyarados:Player's Highest Lv:Jolly:Intimidate:Wacan Berry:252 Atk / 6 SpA / 252 Spe:NONE:Aqua Tail;Ice Fang;Earthquake;Crunch|Kingambit:Player's Highest Lv:Adamant:Defiant:Focus Sash:252 Atk / 6 SpA / 252 Spe:NONE:Kowtow Cleave;Iron Head;Sucker Punch;Brick Break|Spidops:Player's Highest Lv:Adamant:Stakeout:Life Orb:252 Atk / 6 SpA / 252 Spe:NONE:First Impression;Skitter Smack;Facade;Rock Tomb	392,1427,730,130,1375,1302	0	True	0	Bug,Dark,Dragon,Fairy,Fighting,Fire,Ground,Ice,Normal,Rock,Steel,Water	NONE	NONE	Ground:3,Rock:3	UNK	UNK	UNK	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR DRAKE:1	ELITE FOUR DRAKE	Elite 4	NONE	Elite 4	UNK	1	NORMAL (MGM off)	double	NONE	6	fixed	82	82	Salamence:82:Hasty:Intimidate:Life Orb:252 Atk / 6 SpA / 252 Spe:NONE:Dragon Claw;Dual Wingbeat;Hydro Pump;Fire Blast|Magearna:82:Modest:Soul-Heart:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Dazzling Gleam;Flash Cannon;Aura Sphere;Energy Ball|Archaludon:82:Modest:Bad Company:Power Herb:6 HP / 252 SpA / 252 Spe:NONE:Draco Meteor;Steel Beam;Electro Shot;Dark Pulse|Tauros-Paldea-Aqua:82:Jolly:Intimidate:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Wave Crash;Close Combat;Zen Headbutt;Rock Slide|Gouging Fire:82:Adamant:Protosynthesis:Booster Energy:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Dragon Claw;Stomping Tantrum;Dragon Dance|Rayquaza-Mega:82:Naive:Delta Stream:Focus Sash:252 Atk / 6 SpA / 252 Spe:NONE:Dragon Ascent;Dragon Pulse;Earth Power;Extreme Speed	373,801,1425,1404,1427,953	0	True	0	Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Grass,Ground,Normal,Psychic,Rock,Steel,Water	NONE	NONE	Ground:3,Rock:3,Dragon:3,Fairy:3	297	188	250	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR SIDNEY:13	ELITE FOUR SIDNEY	Elite 4	Team 1	Elite 4	UNK	13	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Moltres-Galar:85:Hasty:Berserk:Focus Sash:6 Atk / 252 SpA / 252 Spe:NONE:Tailwind;Fiery Wrath;Air Slash;Sucker Punch|Grimmsnarl:85:Jolly:Prankster:Leftovers:6 HP / 252 Atk / 252 Spe:NONE:Spirit Break;Darkest Lariat;Hammer Arm;Parting Shot|Munkidori:85:Timid:Toxic Chain:Assault Vest:6 HP / 252 SpA / 252 Spe:NONE:Fake Out;Sludge Wave;Grass Knot;Psychic|Delphox:85:Timid:Magic Guard:Life Orb:6 HP / 252 SpA / 252 Spe:NONE:Mind Blown;Psychic;Shadow Ball;Scorching Sands|Roaring Moon:85:Adamant:Protosynthesis:Booster Energy:6 HP / 252 Atk / 252 Spe:NONE:Dragon Dance;Iron Head;Dragon Claw;Knock Off|Absol-Mega:85:Jolly:Sharpness:Absolite:6 HP / 252 Atk / 252 Spe:NONE:Night Slash;Close Combat;Play Rough;Swords Dance	984,861,1414,655,1398,940	0	True	0	Dark,Dragon,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Normal,Poison,Psychic,Steel	NONE	NONE	Fairy:4	308	204	287	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR SIDNEY:25	ELITE FOUR SIDNEY	Elite 4	Team 2	Elite 4	UNK	25	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Moltres-Galar:85:Quiet:Berserk:Focus Sash:252 HP / 6 Atk / 252 SpA:0 Spe:Trick Room;Fiery Wrath;Air Slash;Sucker Punch|Absol:85:Brave:Super Luck:Scope Lens:252 HP / 252 Atk / 6 Def:0 Spe:Night Slash;Psycho Cut;Sucker Punch;Close Combat|Munkidori:85:Timid:Toxic Chain:Assault Vest:6 HP / 252 SpA / 252 Spe:NONE:Fake Out;Sludge Wave;Grass Knot;Psychic|Victini:85:Brave:Victory Star:Room Service:252 HP / 252 Atk / 6 Def:0 Spe:Trick Room;Zen Headbutt;Bolt Strike;V-create|Guzzlord:85:Brave:Beast Boost:Life Orb:252 HP / 252 Atk / 6 SpD:0 Spe:Earthquake;Hammer Arm;Dragon Claw;Knock Off|Grimmsnarl:85:Quiet:Prankster:NONE:252 HP / 6 Atk / 252 SpA:0 Spe:Dark Pulse;Moonblast;Aura Sphere;Nasty Plot	984,359,1414,494,799,861	0	True	1	Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Grass,Ground,Normal,Poison,Psychic	NONE	NONE	Fairy:4	291	39	130	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR PHOEBE:38	ELITE FOUR PHOEBE	Elite 4	Team 1	Elite 4	UNK	38	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Okidogi:85:Adamant:Defiant:Assault Vest:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Poison Jab;Crunch;Mach Punch|Overqwil:85:Jolly:Intimidate:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Gunk Shot;Throat Chop;Aqua Tail;Facade|Annihilape:85:Jolly:Defiant:Punching Glove:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Rage Fist;Rock Slide;Bulk Up|Naganadel:85:Timid:Beast Boost:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Sludge Wave;Draco Barrage;Fire Blast;Nasty Plot|Calyrex-Shadow:85:Timid:As One (Spectrier):Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Nasty Plot;Astral Barrage;Psyshock;Draining Kiss|Dusknoir:85:Adamant:Hustle:NONE:252 HP / 6 Atk / 252 Def:NONE:Shadow Punch;Knock Off;Thunder Punch;Ice Punch	1413,904,1370,804,1233,477	0	True	1	Dark,Dragon,Electric,Fairy,Fighting,Fire,Ghost,Ice,Normal,Poison,Psychic,Rock,Water	NONE	NONE	Ground:3,Ghost:3,Psychic:3	372	107	255	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR PHOEBE:50	ELITE FOUR PHOEBE	Elite 4	Team 2	Elite 4	UNK	50	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Dragapult:85:Jolly:Clear Body:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Dragon Darts;U-turn;Shadow Claw;Steel Wing|Drapion:85:Jolly:Sniper:Scope Lens:6 HP / 252 Atk / 252 Spe:NONE:Wicked Blow;Cross Poison;Earthquake;Ice Fang|Annihilape:85:Jolly:Defiant:Punching Glove:6 HP / 252 Atk / 252 Spe:NONE:Drain Punch;Rage Fist;Rock Slide;Bulk Up|Pecharunt:85:Timid:Poison Puppeteer:Life Orb:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA / 30 Spe:Malignant Chain;Hex;Hidden Power Fire;Recover|Calyrex-Shadow:85:Timid:As One (Spectrier):Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Nasty Plot;Astral Barrage;Psyshock;Draining Kiss|Gengar-Mega:85:Timid:Shadow Tag:Gengarite:6 HP / 252 SpA / 252 Spe:NONE:Shadow Ball;Sludge Wave;Focus Blast;Nasty Plot	887,452,1370,1434,1233,914	0	True	0	Bug,Dark,Dragon,Fairy,Fighting,Ghost,Ground,Ice,Normal,Poison,Psychic,Rock,Steel	NONE	NONE	Ghost:5,Dark:4,Ground:3,Psychic:3	372	256	302	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR GLACIA:63	ELITE FOUR GLACIA	Elite 4	Team 1	Elite 4	UNK	63	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Ninetales:85:Timid:Drought:Heat Rock:6 HP / 252 SpA / 252 Spe:NONE:Flamethrower;Energy Ball;Psyshock;Scorching Sands|Decidueye-Hisui:85:Jolly:Quill Rush:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Close Combat;Leaf Blade;Sucker Punch;Stone Edge|Darmanitan-Galar-Zen:85:Jolly:Zen Mode:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Icicle Crash;Zen Headbutt;Earthquake|Volcanion:85:Timid:Water Absorb:Heavy-Duty Boots:6 HP / 252 SpA / 252 Spe:NONE:Hydro Steam;Flamethrower;Sludge Wave;Defog|Reshiram:85:Timid:Turboblaze:Weakness Policy:6 HP / 252 SpA / 252 Spe:NONE:Fusion Flare;Dragon Pulse;Aura Sphere;Flame Charge|Charizard-Mega-Y:85:Timid:Drought:Charizardite Y:6 HP / 252 SpA / 252 Spe:NONE:Flamethrower;Air Slash;Solar Beam;Dragon Pulse	38,1008,1093,721,643,908	0	True	0	Dark,Dragon,Fighting,Fire,Flying,Grass,Ground,Ice,Poison,Psychic,Rock,Water	NONE	NONE	Rock:5,Ground:4,Water:3	345	223	269	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR GLACIA:75	ELITE FOUR GLACIA	Elite 4	Team 2	Elite 4	UNK	75	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Ninetales-Alola:85:Timid:Snow Warning:Icy Rock:6 HP / 252 SpA / 252 Spe:NONE:Extrasensory;Ice Beam;Moonblast;Energy Ball|Electivire:85:Jolly:Iron Fist:Expert Belt:6 HP / 252 Atk / 252 Spe:NONE:Plasma Fists;Close Combat;Mach Punch;Earthquake|Darmanitan-Galar-Zen:85:Jolly:Zen Mode:Life Orb:6 HP / 252 Atk / 252 Spe:NONE:Flare Blitz;Icicle Crash;Zen Headbutt;Earthquake|Volcanion:85:Timid:Water Absorb:Heavy-Duty Boots:6 HP / 252 SpA / 252 Spe:NONE:Steam Eruption;Flamethrower;Sludge Wave;Defog|Kyurem-Black:85:Jolly:Teravolt:Loaded Dice:6 HP / 252 Atk / 252 Spe:NONE:Fusion Bolt;Scale Shot;Icicle Spear;Dragon Dance|Abomasnow-Mega:85:Jolly:Slush Rush:Abomasite:6 HP / 252 Atk / 252 Spe:NONE:Ice Hammer;Ice Shard;Wood Hammer;Earthquake	962,466,1093,721,1105,949	0	True	0	Dragon,Electric,Fairy,Fighting,Fire,Grass,Ground,Ice,Poison,Psychic,Water	NONE	NONE	Rock:5,Fighting:3,Ground:3,Steel:3	345	204	270	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:ELITE FOUR CYNTHIA:88	ELITE FOUR CYNTHIA	Elite 4	NONE	Elite 4	UNK	88	NORMAL (MGM off)	single	NONE	6	fixed	85	85	Spiritomb:85:Sassy:Intimidate:Assault Vest:252 HP / 6 SpA / 252 SpD:NONE:Dark Hole;Sucker Punch;Dream Eater;Poltergeist|Heatran:85:Timid:Flash Fire:Air Balloon:6 HP / 252 SpA / 252 Spe:NONE:Flamethrower;Flash Cannon;Power Gem;Will-O-Wisp|Cramorant:85:Timid:Gulp Missile:Focus Sash:6 HP / 252 SpA / 252 Spe:NONE:Surf;Ice Beam;Air Slash;Roost|Zamazenta-Crowned:85:Jolly:Dauntless Shield:Rusted Shield:6 HP / 252 Atk / 252 Spe:NONE:Body Press;Iron Defense;Behemoth Bash;Play Rough|Xerneas:85:Timid:Fairy Aura:Power Herb:6 HP / 252 SpA / 252 Spe:30 Atk / 30 SpA / 30 Spe:Moonblast;Psyshock;Hidden Power Fire;Geomancy|Garchomp-Mega:85:Jolly:Sand Force:Garchompite:6 HP / 252 Atk / 252 Spe:NONE:Scale Shot;Earthquake;Stone Edge;Swords Dance	442,485,845,1228,716,947	0	True	0	Dark,Dragon,Fairy,Fighting,Fire,Flying,Ghost,Ground,Ice,Normal,Psychic,Rock,Steel,Water	NONE	NONE	NONE	332	81	280	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
Elite 4:CHAMPION WALLACE:101	CHAMPION WALLACE	Elite 4	NONE	Elite 4	UNK	101	NORMAL (MGM off)	double	NONE	3	fixed	85	85	Empoleon:85:Jolly:Torrent:NONE:6 HP / 252 Atk / 252 Spe:NONE:Iron Head;Liquidation;Drill Peck;Protect|Palkia-Primal:85:Timid:Primal Armor:Lustrous Orb:6 HP / 252 SpA / 252 Spe:NONE:Spacial Rend;Earth Power;Aura Sphere;Hydro Pump|Suicune:85:Timid:Inner Focus:Leftovers:6 HP / 252 SpA / 252 Spe:NONE:Scald;Ice Beam;Calm Mind;Air Slash	395,1530,245	0	True	1	Dragon,Fighting,Flying,Ground,Ice,Steel,Water	NONE	NONE	Electric:2	279	204	251	General_Documents___Locations.xlsx (Boss Battles tabs)	Measured	NONE
